     ,image                       ,char,b'Raleway,b'Open Sans,b'Roboto,b'Ubuntu Mono,b'Michroma,b'Alex Brush,b'Russo One
2986 ,bob+dylan_130.jpg_0         ,r   ,0        ,0          ,0       ,0            ,1         ,0           ,0
2987 ,bob+dylan_130.jpg_0         ,n   ,0        ,0          ,0       ,0            ,1         ,0           ,0
2988 ,bob+dylan_130.jpg_0         ,e   ,0        ,0          ,0       ,0            ,1         ,0           ,0
2989 ,bob+dylan_130.jpg_0         ,d   ,0        ,0          ,0       ,0            ,1         ,0           ,0
2990 ,bob+dylan_130.jpg_0         ,t   ,0        ,0          ,0       ,0            ,1         ,0           ,0
2991 ,bob+dylan_130.jpg_0         ,h   ,0        ,0          ,0       ,0            ,1         ,0           ,0
2992 ,bob+dylan_130.jpg_0         ,e   ,0        ,0          ,0       ,0            ,1         ,0           ,0
2993 ,bob+dylan_31.jpg_0          ,w   ,1        ,0          ,0       ,0            ,0         ,0           ,0
2994 ,bob+dylan_31.jpg_0          ,h   ,1        ,0          ,0       ,0            ,0         ,0           ,0
2995 ,bob+dylan_31.jpg_0          ,e   ,1        ,0          ,0       ,0            ,0         ,0           ,0
2996 ,bob+dylan_31.jpg_0          ,n   ,1        ,0          ,0       ,0            ,0         ,0           ,0
2997 ,bob+dylan_31.jpg_0          ,t   ,1        ,0          ,0       ,0            ,0         ,0           ,0
2998 ,bob+dylan_31.jpg_0          ,h   ,1        ,0          ,0       ,0            ,0         ,0           ,0
2999 ,bob+dylan_31.jpg_0          ,e   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3000 ,bob+dylan_31.jpg_0          ,f   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3001 ,bob+dylan_31.jpg_0          ,o   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3002 ,bob+dylan_31.jpg_0          ,r   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3003 ,bob+dylan_31.jpg_0          ,b   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3004 ,bob+dylan_31.jpg_0          ,o   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3005 ,bob+dylan_31.jpg_0          ,n   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3006 ,bob+dylan_31.jpg_0          ,e   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3007 ,bob+dylan_31.jpg_0          ,>   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3008 ,bob+dylan_31.jpg_0          ,I   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3009 ,bob+dylan_31.jpg_0          ,s   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3010 ,bob+dylan_31.jpg_0          ,t   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3011 ,bob+dylan_31.jpg_0          ,v   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3012 ,bob+dylan_31.jpg_0          ,.   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3013 ,bob+dylan_31.jpg_0          ,T   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3014 ,bob+dylan_31.jpg_0          ,I   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3015 ,bob+dylan_31.jpg_0          ,N   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3016 ,bob+dylan_31.jpg_0          ,A   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3017 ,bob+dylan_31.jpg_0          ,p   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3018 ,bob+dylan_31.jpg_0          ,r   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3019 ,bob+dylan_31.jpg_0          ,>   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3020 ,bob+dylan_31.jpg_0          ,G   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3021 ,bob+dylan_31.jpg_0          ,O   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3022 ,bob+dylan_31.jpg_0          ,A   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3023 ,bob+dylan_31.jpg_0          ,p   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3024 ,bob+dylan_31.jpg_0          ,r   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3025 ,bob+dylan_31.jpg_0          ,t   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3026 ,bob+dylan_31.jpg_0          ,h   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3027 ,bob+dylan_31.jpg_0          ,e   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3028 ,bob+dylan_35.jpg_0          ,t   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3029 ,bob+dylan_35.jpg_0          ,h   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3030 ,bob+dylan_35.jpg_0          ,e   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3031 ,bob+dylan_35.jpg_0          ,w   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3032 ,bob+dylan_35.jpg_0          ,h   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3033 ,bob+dylan_35.jpg_0          ,a   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3034 ,bob+dylan_35.jpg_0          ,t   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3035 ,bob+dylan_35.jpg_0          ,G   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3036 ,bob+dylan_35.jpg_0          ,M   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3037 ,bob+dylan_35.jpg_0          ,T   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3038 ,bob+dylan_35.jpg_0          ,J   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3039 ,bob+dylan_35.jpg_0          ,i   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3040 ,bob+dylan_35.jpg_0          ,m   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3041 ,bob+dylan_35.jpg_0          ,s   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3042 ,bob+dylan_35.jpg_0          ,t   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3043 ,bob+dylan_35.jpg_0          ,u   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3044 ,bob+dylan_35.jpg_0          ,f   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3045 ,bob+dylan_35.jpg_0          ,f   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3046 ,bob+dylan_35.jpg_0          ,2   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3047 ,bob+dylan_35.jpg_0          ,7   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3048 ,bob+dylan_35.jpg_0          ,5   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3049 ,bob+dylan_35.jpg_0          ,f   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3050 ,bob+dylan_35.jpg_0          ,o   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3051 ,bob+dylan_35.jpg_0          ,r   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3052 ,bob+dylan_35.jpg_0          ,f   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3053 ,bob+dylan_35.jpg_0          ,o   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3054 ,bob+dylan_35.jpg_0          ,r   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3055 ,bob+dylan_35.jpg_0          ,f   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3056 ,bob+dylan_35.jpg_0          ,o   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3057 ,bob+dylan_35.jpg_0          ,r   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3058 ,bob+dylan_35.jpg_0          ,B   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3059 ,bob+dylan_35.jpg_0          ,u   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3060 ,bob+dylan_35.jpg_0          ,t   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3061 ,bob+dylan_35.jpg_0          ,a   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3062 ,bob+dylan_35.jpg_0          ,n   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3063 ,bob+dylan_35.jpg_0          ,d   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3064 ,bob+dylan_35.jpg_0          ,a   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3065 ,bob+dylan_35.jpg_0          ,r   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3066 ,bob+dylan_35.jpg_0          ,e   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3067 ,bob+dylan_35.jpg_0          ,H   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3068 ,bob+dylan_35.jpg_0          ,o   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3069 ,bob+dylan_35.jpg_0          ,w   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3070 ,bob+dylan_43.jpg_0          ,t   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3071 ,bob+dylan_43.jpg_0          ,h   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3072 ,bob+dylan_43.jpg_0          ,e   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3073 ,bob+dylan_43.jpg_0          ,w   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3074 ,bob+dylan_43.jpg_0          ,h   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3075 ,bob+dylan_43.jpg_0          ,o   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3076 ,bob+dylan_43.jpg_0          ,(   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3077 ,bob+dylan_43.jpg_0          ,S   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3078 ,bob+dylan_43.jpg_0          ,o   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3079 ,bob+dylan_43.jpg_0          ,o   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3080 ,bob+dylan_43.jpg_0          ,c   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3081 ,bob+dylan_43.jpg_0          ,t   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3082 ,bob+dylan_43.jpg_0          ,o   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3083 ,bob+dylan_43.jpg_0          ,p   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3084 ,bob+dylan_43.jpg_0          ,u   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3085 ,bob+dylan_43.jpg_0          ,s   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3086 ,bob+dylan_43.jpg_0          ,R   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3087 ,bob+dylan_43.jpg_0          ,E   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3088 ,bob+dylan_43.jpg_0          ,V   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3089 ,bob+dylan_43.jpg_0          ,I   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3090 ,bob+dylan_43.jpg_0          ,E   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3091 ,bob+dylan_43.jpg_0          ,W   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3092 ,bob+dylan_43.jpg_0          ,f   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3093 ,bob+dylan_43.jpg_0          ,o   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3094 ,bob+dylan_43.jpg_0          ,r   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3095 ,bob+dylan_43.jpg_0          ,a   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3096 ,bob+dylan_43.jpg_0          ,n   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3097 ,bob+dylan_43.jpg_0          ,d   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3098 ,bob+dylan_43.jpg_0          ,f   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3099 ,bob+dylan_43.jpg_0          ,o   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3100 ,bob+dylan_43.jpg_0          ,r   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3101 ,bob+dylan_43.jpg_0          ,P   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3102 ,bob+dylan_43.jpg_0          ,o   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3103 ,bob+dylan_43.jpg_0          ,l   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3104 ,bob+dylan_43.jpg_0          ,i   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3105 ,bob+dylan_43.jpg_0          ,c   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3106 ,bob+dylan_43.jpg_0          ,y   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3107 ,bob+dylan_43.jpg_0          ,f   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3108 ,bob+dylan_43.jpg_0          ,o   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3109 ,bob+dylan_43.jpg_0          ,r   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3110 ,bob+dylan_43.jpg_0          ,p   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3111 ,bob+dylan_43.jpg_0          ,o   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3112 ,bob+dylan_43.jpg_0          ,r   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3113 ,bob+dylan_43.jpg_0          ,t   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3114 ,bob+dylan_43.jpg_0          ,s   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3115 ,bob+dylan_43.jpg_0          ,s   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3116 ,bob+dylan_43.jpg_0          ,a   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3117 ,bob+dylan_43.jpg_0          ,m   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3118 ,bob+dylan_43.jpg_0          ,e   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3119 ,bob+dylan_43.jpg_0          ,a   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3120 ,bob+dylan_43.jpg_0          ,n   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3121 ,bob+dylan_43.jpg_0          ,d   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3122 ,bob+dylan_44.jpg_0          ,a   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3123 ,bob+dylan_44.jpg_0          ,n   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3124 ,bob+dylan_44.jpg_0          ,d   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3125 ,bob+dylan_44.jpg_0          ,g   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3126 ,bob+dylan_44.jpg_0          ,u   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3127 ,bob+dylan_44.jpg_0          ,y   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3128 ,bob+dylan_44.jpg_0          ,s   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3129 ,bob+dylan_44.jpg_0          ,.   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3130 ,bob+dylan_44.jpg_0          ,c   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3131 ,bob+dylan_44.jpg_0          ,a   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3132 ,bob+dylan_44.jpg_0          ,r   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3133 ,bob+dylan_44.jpg_0          ,J   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3134 ,bob+dylan_44.jpg_0          ,o   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3135 ,bob+dylan_44.jpg_0          ,h   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3136 ,bob+dylan_44.jpg_0          ,n   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3137 ,bob+dylan_44.jpg_0          ,H   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3138 ,bob+dylan_44.jpg_0          ,o   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3139 ,bob+dylan_44.jpg_0          ,n   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3140 ,bob+dylan_44.jpg_0          ,d   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3141 ,bob+dylan_44.jpg_0          ,a   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3142 ,bob+dylan_44.jpg_0          ,s   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3143 ,bob+dylan_44.jpg_0          ,o   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3144 ,bob+dylan_44.jpg_0          ,r   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3145 ,bob+dylan_44.jpg_0          ,r   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3146 ,bob+dylan_44.jpg_0          ,y   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3147 ,bob+dylan_44.jpg_0          ,O   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3148 ,bob+dylan_44.jpg_0          ,u   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3149 ,bob+dylan_44.jpg_0          ,t   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3150 ,bob+dylan_44.jpg_0          ,t   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3151 ,bob+dylan_44.jpg_0          ,h   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3152 ,bob+dylan_44.jpg_0          ,a   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3153 ,bob+dylan_44.jpg_0          ,n   ,0        ,0          ,0       ,0            ,1         ,0           ,0
3154 ,bob+dylan_44.jpg_0          ,n   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3155 ,bob+dylan_44.jpg_0          ,e   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3156 ,bob+dylan_44.jpg_0          ,e   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3157 ,bob+dylan_44.jpg_0          ,d   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3158 ,bob+dylan_44.jpg_0          ,e   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3159 ,bob+dylan_44.jpg_0          ,d   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3160 ,bob+dylan_44.jpg_0          ,p   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3161 ,bob+dylan_44.jpg_0          ,o   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3162 ,bob+dylan_44.jpg_0          ,i   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3163 ,bob+dylan_44.jpg_0          ,n   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3164 ,bob+dylan_44.jpg_0          ,t   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3165 ,bob+dylan_44.jpg_0          ,e   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3166 ,bob+dylan_44.jpg_0          ,t   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3167 ,bob+dylan_44.jpg_0          ,c   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3168 ,bob+dylan_44.jpg_0          ,)   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3169 ,bob+dylan_44.jpg_0          ,s   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3170 ,bob+dylan_44.jpg_0          ,o   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3171 ,bob+dylan_44.jpg_0          ,m   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3172 ,bob+dylan_44.jpg_0          ,e   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3173 ,bob+dylan_44.jpg_0          ,t   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3174 ,bob+dylan_44.jpg_0          ,h   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3175 ,bob+dylan_44.jpg_0          ,e   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3176 ,bob+dylan_44.jpg_0          ,i   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3177 ,bob+dylan_44.jpg_0          ,t   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3178 ,bob+dylan_44.jpg_0          ,.   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3179 ,bob+dylan_44.jpg_0          ,D   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3180 ,bob+dylan_44.jpg_0          ,o   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3181 ,bob+dylan_44.jpg_0          ,s   ,0        ,0          ,0       ,0            ,0         ,0           ,1
3182 ,bob+dylan_48.jpg_0          ,T   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3183 ,bob+dylan_48.jpg_0          ,h   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3184 ,bob+dylan_48.jpg_0          ,e   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3185 ,bob+dylan_48.jpg_0          ,y   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3186 ,bob+dylan_48.jpg_0          ,M   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3187 ,bob+dylan_48.jpg_0          ,i   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3188 ,bob+dylan_48.jpg_0          ,k   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3189 ,bob+dylan_48.jpg_0          ,e   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3190 ,bob+dylan_48.jpg_0          ,>   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3191 ,bob+dylan_48.jpg_0          ,S   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3192 ,bob+dylan_48.jpg_0          ,t   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3193 ,bob+dylan_48.jpg_0          ,e   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3194 ,bob+dylan_48.jpg_0          ,v   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3195 ,bob+dylan_48.jpg_0          ,e   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3196 ,bob+dylan_48.jpg_0          ,C   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3197 ,bob+dylan_48.jpg_0          ,A   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3198 ,bob+dylan_48.jpg_0          ,D   ,0        ,1          ,0       ,0            ,0         ,0           ,0
3199 ,bob+dylan_48.jpg_0          ,t   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3200 ,bob+dylan_48.jpg_0          ,h   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3201 ,bob+dylan_48.jpg_0          ,e   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3202 ,bob+dylan_48.jpg_0          ,n   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3203 ,bob+dylan_48.jpg_0          ,w   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3204 ,bob+dylan_48.jpg_0          ,h   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3205 ,bob+dylan_48.jpg_0          ,o   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3206 ,bob+dylan_48.jpg_0          ,t   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3207 ,bob+dylan_48.jpg_0          ,h   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3208 ,bob+dylan_48.jpg_0          ,e   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3209 ,bob+dylan_66.jpg_0          ,g   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3210 ,bob+dylan_66.jpg_0          ,o   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3211 ,bob+dylan_66.jpg_0          ,t   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3212 ,bob+dylan_66.jpg_0          ,f   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3213 ,bob+dylan_66.jpg_0          ,t   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3214 ,bob+dylan_66.jpg_0          ,p   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3215 ,bob+dylan_66.jpg_0          ,b   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3216 ,bob+dylan_66.jpg_0          ,u   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3217 ,bob+dylan_66.jpg_0          ,t   ,0        ,0          ,0       ,1            ,0         ,0           ,0
3218 ,bob+dylan_66.jpg_0          ,a   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3219 ,bob+dylan_66.jpg_0          ,r   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3220 ,bob+dylan_66.jpg_0          ,e   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3221 ,bob+dylan_66.jpg_0          ,(   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3222 ,bob+dylan_66.jpg_0          ,T   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3223 ,bob+dylan_66.jpg_0          ,i   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3224 ,bob+dylan_66.jpg_0          ,m   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3225 ,bob+dylan_66.jpg_0          ,g   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3226 ,bob+dylan_66.jpg_0          ,e   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3227 ,bob+dylan_66.jpg_0          ,t   ,0        ,0          ,0       ,0            ,0         ,1           ,0
3228 ,bob+dylan_66.jpg_0          ,T   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3229 ,bob+dylan_66.jpg_0          ,I   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3230 ,bob+dylan_66.jpg_0          ,N   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3231 ,bob+dylan_66.jpg_0          ,m   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3232 ,bob+dylan_66.jpg_0          ,e   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3233 ,bob+dylan_66.jpg_0          ,n   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3234 ,bob+dylan_66.jpg_0          ,h   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3235 ,bob+dylan_66.jpg_0          ,a   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3236 ,bob+dylan_66.jpg_0          ,v   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3237 ,bob+dylan_66.jpg_0          ,e   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3238 ,bob+dylan_66.jpg_0          ,f   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3239 ,bob+dylan_66.jpg_0          ,o   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3240 ,bob+dylan_66.jpg_0          ,r   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3241 ,bob+dylan_66.jpg_0          ,C   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3242 ,bob+dylan_66.jpg_0          ,D   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3243 ,bob+dylan_66.jpg_0          ,.   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3244 ,bob+dylan_66.jpg_0          ,f   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3245 ,bob+dylan_66.jpg_0          ,e   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3246 ,bob+dylan_66.jpg_0          ,w   ,1        ,0          ,0       ,0            ,0         ,0           ,0
3247 ,bob+dylan_66.jpg_0          ,t   ,0        ,0          ,1       ,0            ,0         ,0           ,0
3248 ,bob+dylan_66.jpg_0          ,h   ,0        ,0          ,1       ,0            ,0         ,0           ,0
3249 ,bob+dylan_66.jpg_0          ,e   ,0        ,0          ,1       ,0            ,0         ,0           ,0
3250 ,bob+dylan_66.jpg_0          ,R   ,0        ,0          ,1       ,0            ,0         ,0           ,0
3251 ,bob+dylan_66.jpg_0          ,e   ,0        ,0          ,1       ,0            ,0         ,0           ,0
3252 ,bob+dylan_66.jpg_0          ,:   ,0        ,0          ,1       ,0            ,0         ,0           ,0
